allele_count,chi_pr_values,chrom,fisher_p_n_homo_geq,fisher_p_n_homo_leq,fisher_p_two_sided,fisher_pr_values,num_heterozygotes,num_homozygotes,pos
60,0.0,382,0,0,0,0,54,3,18
18,,382,0,0,0,0,18,0,19
10,,382,0,0,0,0,10,0,22
3,,382,0,0,0,0,3,0,23
9,,383,0,0,0,0,9,0,1
44,,383,0,0,0,0,44,0,3
15,,383,0,0,0,0,15,0,5
8,,384,0,0,0,0,8,0,3
33,,384,0,0,0,0,33,0,3
8,,384,0,0,0,0,8,0,3
5,,384,0,0,0,0,5,0,6
2,,384,0,0,0,0,2,0,15
38,,384,0,0,0,0,38,0,24
12,,384,0,0,0,0,12,0,26
6,,385,0,0,0,0,6,0,2
14,,385,0,0,0,0,14,0,3
2,,385,0,0,0,0,2,0,10
2,,385,0,0,0,0,2,0,15
17,,386,0,0,0,0,17,0,4
17,,386,0,0,0,0,17,0,6
2,,386,0,0,0,0,2,0,19
4,,386,0,0,0,0,4,0,21
15,,386,0,0,0,0,15,0,24
4,,388,0,0,0,0,4,0,20
21,,389,0,0,0,0,21,0,2
25,,389,0,0,0,0,25,0,10
2,,389,0,0,0,0,2,0,10
2,,390,0,0,0,0,2,0,3
117,0.0,390,0,0,0,0,113,2,4
4,,391,0,0,0,0,4,0,5
21,,391,0,0,0,0,21,0,7
78,0.0,391,0,0,0,0,70,4,11
113,0.0,391,0,0,0,0,103,5,17
22,0.0,391,0,0,0,0,20,1,23
8,,391,0,0,0,0,8,0,26
144,0.0,392,0,0,0,0,122,11,17
2,,392,0,0,0,0,2,0,22
15,,392,0,0,0,0,15,0,23
68,,392,0,0,0,0,68,0,26
106,0.0,393,0,0,0,0,90,8,1
4,,393,0,0,0,0,4,0,18
16,,394,0,0,0,0,16,0,14
8,0.0,394,0,0,0,0,6,1,21
20,0.0,395,0,0,0,0,18,1,4
6,,395,0,0,0,0,6,0,5
16,,396,0,0,0,0,16,0,4
5,,396,0,0,0,0,5,0,6
5,,396,0,0,0,0,5,0,8
2,,397,0,0,0,0,2,0,6
18,,397,0,0,0,0,18,0,6
60,0.0,397,0,0,0,0,56,2,7
33,,397,0,0,0,0,33,0,16
11,,397,0,0,0,0,11,0,17
22,0.0,398,0,0,0,0,20,1,10
15,,398,0,0,0,0,15,0,13
66,0.0,398,0,0,0,0,64,1,16
8,,398,0,0,0,0,8,0,18
7,,398,0,0,0,0,7,0,22
29,,399,0,0,0,0,29,0,1
4,,399,0,0,0,0,4,0,11
2,,399,0,0,0,0,2,0,14
4,,399,0,0,0,0,4,0,15
8,,399,0,0,0,0,8,0,18
5,,399,0,0,0,0,5,0,19
40,,400,0,0,0,0,40,0,16
19,,400,0,0,0,0,19,0,19
16,,400,0,0,0,0,16,0,20
